Year,Trip Number,ADFG Number,Vessel Name,Sample Date,Port Code,Project Code,Groundfish Stat Area,Groundfish Stat Area Group,Groundfish Management Area Code,Sample Type Code,Sample Type,Specimen Number,Length Millimeters,Weight Kilograms,Age,Girth Millimeters,Species Code,Species,Length Type Code,Length Type,Age Readability Code,Age Readability,Sex Code,Maturity Code,Maturity
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,73,710,3.44,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,74,670,3.75,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,75,640,2.84,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,76,550,1.55,4,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,1,Immature
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,77,660,2.68,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,78,650,2.68,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,79,660,3.18,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,80,690,4.08,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,81,590,2.18,8,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,82,570,2.09,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,83,700,3.48,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,84,600,1.92,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,85,680,3.42,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,86,690,3.95,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,87,700,3.74,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,4,Spawning
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,88,590,2.43,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,89,680,3.11,7,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,90,760,5.4,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,4,Spawning
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,91,690,3.76,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,92,610,2.22,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,93,650,2.94,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,94,600,2.4,,,110,Pacific cod,1,Tip of snout to fork of tail,,,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,95,600,1.72,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,96,630,2.33,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,97,640,2.97,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,98,570,2.23,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,99,670,2.93,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4009,65189,MIRAGE,2/11/2021 9:46,SIT,602,,,NSEI,1,Random,100,620,2.25,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,1,600,2.29,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,2,620,2.77,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,3,690,3.36,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,4,590,2.4,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,5,620,2.56,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,6,600,2.4,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,7,690,4.01,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,8,630,2.7,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,9,620,2.32,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,10,660,3.04,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,11,560,1.77,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,12,530,1.54,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,1,Immature
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,13,570,2.08,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,14,600,2.51,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,15,670,3.43,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,16,550,1.62,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,17,580,2,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,18,530,1.56,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,19,570,1.8,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,20,560,1.9,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,21,580,2.17,4,,110,Pacific cod,1,Tip of snout to fork of tail,5,Unsure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,22,570,1.79,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,23,650,2.91,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,24,570,2.02,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,25,610,2.37,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,26,510,1.58,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,27,630,2.74,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,28,690,3.44,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,29,590,2.81,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,30,550,1.56,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,31,600,2.62,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,32,550,1.45,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,33,590,2.13,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,34,580,1.65,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,35,590,1.96,,,110,Pacific cod,1,Tip of snout to fork of tail,,,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,36,460,0.85,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,1,Immature
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,37,730,4.41,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,38,700,3.63,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,39,600,2.36,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,40,690,3.85,6,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,41,500,1.39,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,42,500,1.35,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,43,620,2.57,4,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,44,590,1.73,5,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,45,690,3.69,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,46,670,3.53,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,47,580,1.88,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,48,570,2.29,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,49,540,1.67,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,50,690,3.43,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,51,740,5,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,4,Spawning
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,52,670,3.71,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,53,710,4.6,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,54,590,2.36,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,55,640,2.65,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,56,610,2.13,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,57,640,3.06,4,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,58,600,2.63,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,59,820,5.57,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,60,580,1.72,3,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,61,630,3.12,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,62,650,3.13,4,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,63,530,1.66,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,64,710,4.08,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,65,700,4.19,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,66,660,2.96,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,67,680,3.79,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,68,670,3.66,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,69,590,2.15,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,70,770,5.54,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,71,650,3.11,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,72,650,3.05,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,1,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,73,550,2,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,2,Maturing Juvenile
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,74,700,3.58,5,,110,Pacific cod,1,Tip of snout to fork of tail,1,Very Sure,2,3,Mature/developing
2021,4010,31796,FORTUNE,2/17/2021 0:00,JNU,602,355801,,NSEI,1,Random,75,660,2.92,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,1,730,4.48,6,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,2,590,2.38,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,3,520,1.5,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,2,Maturing Juvenile
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,4,620,2.96,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,4,Spawning
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,5,630,2.42,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,6,740,4.94,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,7,730,3.24,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,8,720,3.28,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,9,620,2.9,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,10,660,2.86,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,11,650,2.64,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,12,630,1.94,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,13,570,2.16,3,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,4,Spawning
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,14,630,3.02,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,15,670,3.08,4,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,16,620,2.7,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,17,560,2.06,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,18,540,1.46,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,19,680,3.7,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,20,530,1.48,3,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,21,640,2.78,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,22,480,1.24,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,23,640,2.48,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,24,590,2.06,5,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,99,9,Not observed
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,25,530,1.66,4,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,2,Maturing Juvenile
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,26,610,2.72,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,27,650,2.9,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,2,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,28,600,2.52,5,,110,Pacific cod,1,Tip of snout to fork of tail,2,Comfortably Sure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,29,690,2.9,5,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,5,Spent
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,30,650,3.4,5,,110,Pacific cod,1,Tip of snout to fork of tail,4,Somewhat Unsure,1,3,Mature/developing
2021,4015,19741,AGILE,3/18/2021 0:00,JNU,602,355801,ICY,NSEI,1,Random,31,830,6.34,6,,110,Pacific cod,1,Tip of snout to fork of tail,3,Fairly Sure,2,3,Mature/developing
