EM_HAUL_PK,VESSEL_ID,ORIGINAL_EM_TRIP_NUMBER,EM_TRIP_NUMBER,ODDS_TRIP_NUMBER,TRIP_START_DATE,EM_HAUL_NUMBER,RETRIEVAL_START_DATE,RETRIEVAL_END_DATE,SAMPLED_FLAG,AGENCY_GEAR_ID,AGENCY_GEAR_CODE,EM_GEAR_CODE,EM_GEAR_NAME,OBS_VESSEL_TYPE,HAUL_PURPOSE_CODE,FMP_AREA_ID,FMP_SUB_AREA_ID,FMP_SUB_AREA_CODE,REPORTING_AREA_ID,REPORTING_AREA_CODE,ADFG_STAT_AREA_ID,ADFG_STAT_AREA_CODE,CRITICAL_HABITAT_AREA_ID,CRITICAL_HABITAT_AREA_CODE,SPECIAL_AREA_ID,SPECIAL_AREA_CODE,COBLZ_FLAG,RETRIEVAL_START_LATITUDE_DD,RETRIEVAL_START_LONGITUDE_DD,RETRIEVAL_END_LATITUDE_DD,RETRIEVAL_END_LONGITUDE_DD,PROCESSING_SECTOR,HARVEST_SECTOR,TOTAL_GROUNDFISH_WEIGHT_MT,RETAINED_GROUNDFISH_WEIGHT_MT,TARGET_FISHERY_CODE,TRIP_TARGET_CODE,TRIP_TARGET_DATE,YEAR,GEAR_PERFORMANCE,GEAR_PERFORMANCE_DESCRIPTION,FILE_IMPORT_DATE,IMPORT_PROCESSED_DATE,LAST_MODIFIED_DATE_HAUL,USER_REQUESTED_COVERAGE,INHERIT_OBSERVER_COVERAGE,RANDOM_NUMBER_USED,EFFECTIVE_RATE,TRIP_TOTAL_HAULS_POTS,TRIP_SAMPLED_HAULS_POTS,CATCH_REPORT_SPECIES_FACT_PK,OBS_SPECIES_CODE,AGENCY_SPECIES_ID,AGENCY_SPECIES_CODE,SPECIES_GROUP_ID,SPECIES_GROUP_CODE,EXTRAPOLATED_WEIGHT_MT,EXTRAPOLATED_WEIGHT_KG,EXTRAPOLATED_NUMBER,PERCENT_RETAINED,LAST_MODIFIED_DATE_SPECIES,AKFIN_VDATE,OBS_VESSEL_ID,ADFG_VESSEL_ID,OBS_VESSEL_TYPE_DESC,OBS_GEAR_CODE,OBS_GEAR_DESCRIPTION,FMP_AREA,FMP_SUBAREA,OBS_SPECIES_NAME,AGENCY_SPECIES_NAME,HAUL_PURPOSE_DESCRIPTION,HAUL_TARGET_NAME,TRIP_TARGET_NAME,TOTAL_SPECIES_DEPREDATED,NUMBER_OF_POTS_IN_SAMPLED_STRING,NUMBER_OF_SAMPLED_STRINGS,NUMBER_OF_NON_SAMPLED_STRINGS,TOTAL_STRINGS_IN_TRIP,AKR_VES_LENGTH
123792,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235285,2/3/2022 10:12,2/3/2022 10:14,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.03,-162.10918,55.03,-162.10752,S,CV,0.0689804,0.0689804,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529241,202,2,110,2,PCOD,0.0680904,68.0904,24,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123615,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235108,1/30/2022 9:39,1/30/2022 9:41,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.03,-162.11136,55.03,-162.11089,S,CV,0.0907872,0.088063584,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88528918,202,2,110,2,PCOD,0.0907872,90.7872,32,97,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123873,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235366,2/5/2022 10:48,2/5/2022 10:49,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.05,-162.12259,55.05,-162.12196,S,CV,0.0425565,0.0425565,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529388,202,2,110,2,PCOD,0.0425565,42.5565,15,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123838,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235331,2/3/2022 13:50,2/3/2022 13:52,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.09,-162.16793,55.09,-162.16711,S,CV,0.0397194,0.0397194,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529321,202,2,110,2,PCOD,0.0397194,39.7194,14,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
122016,2512,22_POLARSTAR01.01,2201.01,146423,2/11/2022 4:40,230632,2/12/2022 14:54,2/12/2022 14:56,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3892,525702,0,N/A,0,N/A,N,57.01,-152.9501,57.01,-152.94888,S,CV,0.305204,0.305204,C,C,2/11/2022 0:00,2022,1,No problems,8/18/2022 17:30,8/24/2022 11:01,8/24/2022 11:01,N,N,21.85,30,154,51,85937612,202,2,110,2,PCOD,0.305204,305.204,82,100,8/24/2022 11:01,10/26/2022 6:30,40,40,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
123678,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235171,1/30/2022 12:56,1/30/2022 12:57,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.06,-162.14332,55.06,-162.1431,S,CV,0.0879501,0.0879501,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88529030,202,2,110,2,PCOD,0.0879501,87.9501,31,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123696,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235189,1/31/2022 9:37,1/31/2022 9:39,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.03,-162.12768,55.03,-162.12625,S,CV,0.0312081,0.028399371,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88529059,202,2,110,2,PCOD,0.0312081,31.2081,11,91,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
122797,1567,22_TALON02.01,2202.01,150625,6/1/2022 4:19,232121,6/2/2022 17:23,6/2/2022 19:29,Y,5,HAL,7,FixedHookLongline,3,CA,31,31,GOA,26,640,3231,405932,0,N/A,0,N/A,N,59.64,-140.2978,59.65,-140.34605,S,CV,0.1212172,0.012675056,I,I,6/1/2022 0:00,2022,1,No problems,9/20/2022 20:00,9/22/2022 11:18,9/22/2022 11:18,N,N,16.49,30,5,2,87947710,202,2,110,2,PCOD,0.0094368,9.4368,3,67,9/22/2022 11:18,10/26/2022 6:30,31586,31586,Catcher Vessel,8,LONGLINER,GOA,WY,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Halibut,Halibut,1,NA,NA,NA,NA,46
124909,4173,22_CINDRIAGENE01.01,2201.01,153547,9/3/2022 21:04,236986,9/4/2022 19:13,9/4/2022 20:15,Y,5,HAL,7,FixedHookLongline,3,CA,31,31,GOA,24,620,7225,565703,0,N/A,0,N/A,N,57.06,-156.34141,57.04,-156.363,S,CV,0.3599631,0.063504288,I,I,9/3/2022 0:00,2022,1,No problems,10/20/2022 17:30,10/21/2022 10:50,10/21/2022 10:50,N,N,2.9,30,28,9,89509332,202,2,110,2,PCOD,0.0661503,66.1503,23,96,10/21/2022 10:50,10/26/2022 6:30,58183,58183,Catcher Vessel,8,LONGLINER,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Halibut,Halibut,0,NA,NA,NA,NA,58
123846,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235339,2/3/2022 13:31,2/3/2022 13:32,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.09,-162.15704,55.09,-162.15682,S,CV,0.025533900000000002,0.025533900000000002,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529337,202,2,110,2,PCOD,0.025533900000000002,25.5339,9,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123801,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235294,2/3/2022 11:25,2/3/2022 11:26,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.06,-162.14347,55.07,-162.14302,S,CV,0.0318658,0.022781913,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529256,202,2,110,2,PCOD,0.0312081,31.2081,11,73,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123828,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235321,2/3/2022 12:36,2/3/2022 12:38,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.04,-162.13068,55.04,-162.13059,S,CV,0.0403771,0.034158684,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529305,202,2,110,2,PCOD,0.0397194,39.7194,14,86,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123807,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235300,2/3/2022 11:55,2/3/2022 11:57,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.05,-162.15934,55.05,-162.15858,S,CV,0.0368823,0.022867026,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529266,202,2,110,2,PCOD,0.0368823,36.8823,13,62,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
122845,4655,22_EXPATRIATE01.01,2201.01,150863,6/9/2022 8:52,232661,6/11/2022 11:50,6/11/2022 14:45,Y,5,HAL,7,FixedHookLongline,3,CA,31,31,GOA,26,640,3510,465901,0,N/A,0,N/A,N,59.26,-146.67057,59.26,-146.59959,S,CV,2.1770197,0.481296579,S,I,6/9/2022 0:00,2022,1,No problems,9/22/2022 17:30,9/23/2022 10:55,9/23/2022 10:55,N,N,19.71,30,14,4,88012180,202,2,110,2,PCOD,0.0062912,6.2912,2,100,9/23/2022 10:55,10/26/2022 6:30,61311,61311,Catcher Vessel,8,LONGLINER,GOA,WY,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Sablefish,Halibut,0,NA,NA,NA,NA,58
123771,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235264,2/3/2022 9:48,2/3/2022 9:49,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.02,-162.14627,55.02,-162.14535,S,CV,0.051067800000000003,0.045450342,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529201,202,2,110,2,PCOD,0.051067800000000003,51.0678,18,89,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123897,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235390,2/5/2022 12:29,2/5/2022 12:31,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.06,-162.14793,55.06,-162.14763,S,CV,0.0113484,0.0113484,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529435,202,2,110,2,PCOD,0.0113484,11.3484,4,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123759,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235252,2/3/2022 8:57,2/3/2022 8:59,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.02,-162.14341,55.02,-162.14257,S,CV,0.0085113,0.002808729,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529180,202,2,110,2,PCOD,0.0085113,8.5113,3,33,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123720,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235213,1/31/2022 11:26,1/31/2022 11:28,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.05,-162.11822,55.05,-162.11682,S,CV,0.065911,0.050897574,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88529100,202,2,110,2,PCOD,0.0652533,65.2533,23,78,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123723,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235216,1/31/2022 12:22,1/31/2022 12:24,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.05,-162.13477,55.05,-162.13554,S,CV,0.0692827,0.053791416,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88529107,202,2,110,2,PCOD,0.0680904,68.0904,24,79,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123867,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235360,2/5/2022 10:29,2/5/2022 10:30,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.04,-162.11425,55.04,-162.11303,S,CV,0.025533900000000002,0.025533900000000002,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529376,202,2,110,2,PCOD,0.025533900000000002,25.5339,9,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
122785,31364,22_INTREPID01.01,2201.01,150476,5/22/2022 15:31,232071,5/26/2022 13:12,5/26/2022 15:16,Y,5,HAL,7,FixedHookLongline,3,CA,31,31,GOA,24,620,4036,545631,0,N/A,0,N/A,N,56.55,-154.67462,56.59,-154.7162,S,CV,0.4479991,0.014963607,I,I,5/22/2022 0:00,2022,1,No problems,9/20/2022 20:00,9/22/2022 11:18,9/22/2022 11:18,N,N,21.04,30,19,6,87947670,202,2,110,2,PCOD,0.0546459,54.6459,19,21,9/22/2022 11:18,10/26/2022 6:30,75701,75701,Catcher Vessel,8,LONGLINER,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Halibut,Halibut,0,NA,NA,NA,NA,58
123900,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235393,2/5/2022 12:00,2/5/2022 12:02,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.04,-162.12857,55.04,-162.12873,S,CV,0.0170226,0.014128758,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529439,202,2,110,2,PCOD,0.0170226,17.0226,6,83,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123786,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235279,2/3/2022 9:57,2/3/2022 9:58,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.03,-162.13385,55.03,-162.13221,S,CV,0.0141855,0.0056742,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529229,202,2,110,2,PCOD,0.0141855,14.1855,5,40,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123642,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235135,1/30/2022 10:27,1/30/2022 10:29,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.06,-162.14398,55.06,-162.14419,S,CV,0.1532034,0.12256272,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88528964,202,2,110,2,PCOD,0.1532034,153.2034,54,80,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123660,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235153,1/30/2022 11:34,1/30/2022 11:36,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.08,-162.16436,55.08,-162.16408,S,CV,0.1360229,0.113553068,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88528996,202,2,110,2,PCOD,0.1248324,124.8324,44,82,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,2,NA,NA,NA,NA,53
123699,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235192,1/31/2022 10:56,1/31/2022 10:58,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.06,-162.14483,55.06,-162.14309,S,CV,0.0368823,0.0368823,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88529064,202,2,110,2,PCOD,0.0368823,36.8823,13,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
122772,31364,22_INTREPID01.01,2201.01,150476,5/22/2022 15:31,232058,5/24/2022 19:45,5/24/2022 22:10,Y,5,HAL,7,FixedHookLongline,3,CA,31,31,GOA,24,620,4038,545633,0,N/A,0,N/A,N,56.59,-154.58811,56.62,-154.62004,S,CV,0.384985,0.006097332,I,I,5/22/2022 0:00,2022,1,No problems,9/20/2022 20:00,9/22/2022 11:18,9/22/2022 11:18,N,N,21.04,30,19,6,87947614,202,2,110,2,PCOD,0.1524333,152.4333,53,4,9/22/2022 11:18,10/26/2022 6:30,75701,75701,Catcher Vessel,8,LONGLINER,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Halibut,Halibut,0,NA,NA,NA,NA,58
123864,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235357,2/5/2022 9:27,2/5/2022 9:28,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.03,-162.09489,55.03,-162.09323,S,CV,0.1305066,0.099185016,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529373,202,2,110,2,PCOD,0.1305066,130.5066,46,76,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123633,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235126,1/30/2022 10:36,1/30/2022 10:38,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.07,-162.14733,55.07,-162.14696,S,CV,0.0907872,0.085339968,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88528948,202,2,110,2,PCOD,0.0907872,90.7872,32,94,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123855,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235348,2/5/2022 9:50,2/5/2022 9:51,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.02,-162.13642,55.02,-162.13531,S,CV,0.0580574,0.051067800000000003,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529353,202,2,110,2,PCOD,0.056742,56.742,20,90,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123741,3233,22_NORTHERNSTAR01.01,2201.01,146121,1/30/2022 7:41,235234,1/31/2022 13:31,1/31/2022 13:32,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.09,-162.16688,55.08,-162.16692,S,CV,0.0240122,0.0170226,C,C,1/30/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,0.79,30,160,53,88529146,202,2,110,2,PCOD,0.0226968,22.6968,8,75,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123918,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235411,2/5/2022 12:55,2/5/2022 12:57,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.08,-162.15447,55.08,-162.15443,S,CV,0.0198597,0.0198597,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529469,202,2,110,2,PCOD,0.0198597,19.8597,7,100,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
123903,3233,22_NORTHERNSTAR01.02,2201.02,145981,2/3/2022 7:56,235396,2/5/2022 12:46,2/5/2022 12:48,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,23,610,4491,625501,0,N/A,0,N/A,N,55.07,-162.15275,55.07,-162.15267,S,CV,0.0312081,0.022781913,C,C,2/3/2022 0:00,2022,1,No problems,10/2/2022 17:30,10/3/2022 10:54,10/3/2022 10:54,N,N,29.95,30,160,54,88529445,202,2,110,2,PCOD,0.0312081,31.2081,11,73,10/3/2022 10:54,10/26/2022 6:30,47647,47647,Catcher Vessel,6,POT OR TRAP,GOA,WG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,53
